physical_run,condition,fg,canonical_replication_index,metric_id,words_consumed,entries_consumed,cumulative_distinct_subthemes,proportion_of_run_total,namespace,caveat
macho_meals_fg3_demoonly_run01,demographics-only,fg3,1,tier1_coverage_by_word_count_curve,47,1,0,0.0,_comparable_window,"Cumulative distinct quote-verified subthemes by words consumed, as the registry defines it; positions come from the full-window Tier-1 result"
macho_meals_fg3_demoonly_run01,demographics-only,fg3,1,tier1_coverage_by_word_count_curve,292,2,0,0.0,_comparable_window,"Cumulative distinct quote-verified subthemes by words consumed, as the registry defines it; positions come from the full-window Tier-1 result"
macho_meals_fg3_demoonly_run01,demographics-only,fg3,1,tier1_coverage_by_word_count_curve,352,3,0,0.0,_comparable_window,"Cumulative distinct quote-verified subthemes by words consumed, as the registry defines it; positions come from the full-window Tier-1 result"
macho_meals_fg3_demoonly_run01,demographics-only,fg3,1,tier1_coverage_by_word_count_curve,563,4,0,0.0,_comparable_window,"Cumulative distinct quote-verified subthemes by words consumed, as the registry defines it; positions come from the full-window Tier-1 result"
macho_meals_fg3_demoonly_run01,demographics-only,fg3,1,tier1_coverage_by_word_count_curve,833,5,0,0.0,_comparable_window,"Cumulative distinct quote-verified subthemes by words consumed, as the registry defines it; positions come from the full-window Tier-1 result"
macho_meals_fg3_demoonly_run01,demographics-only,fg3,1,tier1_coverage_by_word_count_curve,869,6,0,0.0,_comparable_window,"Cumulative distinct quote-verified subthemes by words consumed, as the registry defines it; positions come from the full-window Tier-1 result"
macho_meals_fg3_demoonly_run01,demographics-only,fg3,1,tier1_coverage_by_word_count_curve,1128,7,0,0.0,_comparable_window,"Cumulative distinct quote-verified subthemes by words consumed, as the registry defines it; positions come from the full-window Tier-1 result"
macho_meals_fg3_demoonly_run01,demographics-only,fg3,1,tier1_coverage_by_word_count_curve,1378,8,0,0.0,_comparable_window,"Cumulative distinct quote-verified subthemes by words consumed, as the registry defines it; positions come from the full-window Tier-1 result"
macho_meals_fg3_demoonly_run01,demographics-only,fg3,1,tier1_coverage_by_word_count_curve,1462,9,0,0.0,_comparable_window,"Cumulative distinct quote-verified subthemes by words consumed, as the registry defines it; positions come from the full-window Tier-1 result"
macho_meals_fg3_demoonly_run01,demographics-only,fg3,1,tier1_coverage_by_word_count_curve,1693,10,0,0.0,_comparable_window,"Cumulative distinct quote-verified subthemes by words consumed, as the registry defines it; positions come from the full-window Tier-1 result"
macho_meals_fg3_demoonly_run01,demographics-only,fg3,1,tier1_coverage_by_word_count_curve,1768,11,0,0.0,_comparable_window,"Cumulative distinct quote-verified subthemes by words consumed, as the registry defines it; positions come from the full-window Tier-1 result"
macho_meals_fg3_demoonly_run01,demographics-only,fg3,1,tier1_coverage_by_word_count_curve,1971,12,0,0.0,_comparable_window,"Cumulative distinct quote-verified subthemes by words consumed, as the registry defines it; positions come from the full-window Tier-1 result"
macho_meals_fg3_demoonly_run01,demographics-only,fg3,1,tier1_coverage_by_word_count_curve,2032,13,0,0.0,_comparable_window,"Cumulative distinct quote-verified subthemes by words consumed, as the registry defines it; positions come from the full-window Tier-1 result"
macho_meals_fg3_demoonly_run01,demographics-only,fg3,1,tier1_coverage_by_word_count_curve,2314,14,0,0.0,_comparable_window,"Cumulative distinct quote-verified subthemes by words consumed, as the registry defines it; positions come from the full-window Tier-1 result"
macho_meals_fg3_demoonly_run01,demographics-only,fg3,1,tier1_coverage_by_word_count_curve,2347,15,0,0.0,_comparable_window,"Cumulative distinct quote-verified subthemes by words consumed, as the registry defines it; positions come from the full-window Tier-1 result"
